03:29:40 - 来自: main.py:43 - <module>                          | 调用函数            | GameHelper.__init__                      | 参数: {'self': '<GameHelper.GameHelper object at 0x0000014B7D6A5250>'}
03:31:05 - 来自: main.py:317 - cards_info                       | 调用函数            | GameHelper.LocateAllOnImage              | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[254 254 254]\n  [254 254 254]\n  [254 254 254]\n  ...\n  [254 254 254]\n  [254 254 254]\n  [254 254 254]]\n\n [[254 254 254]\n  [254 254 254]\n  [254 254 254]\n  ...\n  [254 254 254]\n  [254 254 254]\n  [254 254 254]]\n\n [[254 254 254]\n  [254 254 254]\n  [254 254 254]\n  ...\n  [254 254 254]\n  [254 254 254]\n  [254 254 254]]\n\n ...\n\n [[239 239 239]\n  [239 239 239]\n  [239 239 239]\n  ...\n  [239 237 241]\n  [239 236 242]\n  [238 236 241]]\n\n [[239 239 239]\n  [239 239 239]\n  [239 239 239]\n  ...\n  [238 237 239]\n  [237 235 240]\n  [237 236 240]]\n\n [[239 239 239]\n  [238 238 238]\n  [239 239 239]\n  ...\n  [238 237 239]\n  [236 235 240]\n  [236 235 239]]]', 'region': '(54, 481, 1121, 82)', 'confidence': '0.8'}
03:31:05 - 来自: main.py:317 - cards_info                       | 函数返回            | GameHelper.LocateAllOnImage              | 返回值: [(866, 29, 1121, 82), (867, 29, 1121, 82), (865, 30, 1121, 82), (866, 30, 1121, 82), (867, 30, 1121, 82), (865, 31, 1121, 82), (866, 31, 1121, 82), (867, 31, 1121, 82), (865, 32, 1121, 82), (866, 32, 1121, 82), (867, 32, 1121, 82)]
03:31:05 - 来自: main.py:322 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(866, 29, 1121, 82), (867, 29, 1121, 82), (865, 30, 1121, 82), (866, 30, 1121, 82), (867, 30, 1121, 82), (865, 31, 1121, 82), (866, 31, 1121, 82), (867, 31, 1121, 82), (865, 32, 1121, 82), (866, 32, 1121, 82), (867, 32, 1121, 82)]', 'distance': '25'}
03:31:05 - 来自: main.py:322 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(866, 29, 1121, 82)])
03:31:05 - 来自: main.py:317 - cards_info                       | 调用函数            | GameHelper.LocateAllOnImage              | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[246 252 255]\n  [227 237 248]\n  [203 208 240]\n  ...\n  [200 205 240]\n  [232 234 250]\n  [252 252 255]]\n\n [[241 248 255]\n  [194 202 236]\n  [126 127 211]\n  ...\n  [120 123 211]\n  [202 201 239]\n  [248 247 254]]\n\n [[242 245 255]\n  [182 184 235]\n  [ 92  85 209]\n  ...\n  [ 85  80 208]\n  [189 184 239]\n  [247 244 254]]\n\n ...\n\n [[238 237 241]\n  [237 237 242]\n  [238 236 243]\n  ...\n  [241 238 241]\n  [239 239 238]\n  [239 240 237]]\n\n [[236 237 241]\n  [236 237 241]\n  [237 237 241]\n  ...\n  [241 239 240]\n  [240 240 238]\n  [239 240 237]]\n\n [[236 237 239]\n  [236 237 239]\n  [237 237 239]\n  ...\n  [240 239 239]\n  [239 240 238]\n  [239 240 237]]]', 'region': '(54, 481, 1121, 82)', 'confidence': '0.8'}
03:31:05 - 来自: main.py:317 - cards_info                       | 函数返回            | GameHelper.LocateAllOnImage              | 返回值: [(916, 30, 1121, 82), (917, 30, 1121, 82), (918, 30, 1121, 82), (915, 31, 1121, 82), (916, 31, 1121, 82), (917, 31, 1121, 82), (918, 31, 1121, 82), (916, 32, 1121, 82), (917, 32, 1121, 82), (918, 32, 1121, 82)]
03:31:05 - 来自: main.py:322 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(916, 30, 1121, 82), (917, 30, 1121, 82), (918, 30, 1121, 82), (915, 31, 1121, 82), (916, 31, 1121, 82), (917, 31, 1121, 82), (918, 31, 1121, 82), (916, 32, 1121, 82), (917, 32, 1121, 82), (918, 32, 1121, 82)]', 'distance': '25'}
03:31:05 - 来自: main.py:322 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(916, 30, 1121, 82)])
03:31:05 - 来自: main.py:376 - find_my_cards                    | 函数返回            | __main__.cards_info                      | 返回值: X2KKQQJT999876543
03:31:05 - 来自: main.py:741 - before_start                     | 函数返回            | __main__.find_my_cards                   | 返回值: X2KKQQJT999876543
03:31:05 - 来自: main.py:799 - before_start                     | 调用函数            | __main__.find_pic                        | 参数: {'path': 'jiao_btn', 'pos': '(214, 380, 791, 93)', 'click': 'False'}
03:31:05 - 来自: main.py:102 - find_pic                         | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x0000014B7D6A5250>', 'templateName': 'jiao_btn', 'region': '(214, 380, 791, 93)', 'confidence': '0.8', 'img': 'None'}
03:31:05 - 来自: GameHelper.py:238 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x0000014B7D6A5250>', 'region': 'None'}
03:31:05 - 来自: GameHelper.py:238 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x14B2B4F6310>
03:31:05 - 来自: GameHelper.py:240 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[213 168 107]\n  [213 168 107]\n  [213 168 107]\n  ...\n  [218 177 122]\n  [218 177 122]\n  [217 176 121]]\n\n [[213 167 109]\n  [213 167 109]\n  [213 167 109]\n  ...\n  [217 176 121]\n  [218 177 122]\n  [218 177 122]]\n\n [[213 168 107]\n  [213 167 109]\n  [213 168 107]\n  ...\n  [218 177 122]\n  [218 177 122]\n  [218 177 122]]\n\n ...\n\n [[175 149  72]\n  [173 147  70]\n  [175 149  72]\n  ...\n  [179 158  77]\n  [179 158  77]\n  [178 157  76]]\n\n [[186 160  83]\n  [179 153  76]\n  [174 151  73]\n  ...\n  [183 163  78]\n  [182 161  79]\n  [181 160  78]]\n\n [[183 159  83]\n  [186 163  85]\n  [187 164  86]\n  ...\n  [186 165  80]\n  [185 163  81]\n  [184 162  80]]]', 'region': '(214, 380, 791, 93)', 'confidence': '0.8'}
03:31:05 - 来自: GameHelper.py:240 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
03:31:05 - 来自: main.py:102 - find_pic                         | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
03:31:05 - 来自: main.py:799 - before_start                     | 函数返回            | __main__.find_pic                        | 返回值: None
03:31:05 - 来自: main.py:817 - before_start                     | 调用函数            | __main__.find_pic                        | 参数: {'path': 'qiang_btn', 'pos': '(214, 380, 791, 93)', 'click': 'False'}
03:31:05 - 来自: main.py:102 - find_pic                         | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x0000014B7D6A5250>', 'templateName': 'qiang_btn', 'region': '(214, 380, 791, 93)', 'confidence': '0.8', 'img': 'None'}
03:31:05 - 来自: GameHelper.py:238 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x0000014B7D6A5250>', 'region': 'None'}
03:31:05 - 来自: GameHelper.py:238 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x14B2B511BB0>
03:31:05 - 来自: GameHelper.py:240 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[213 167 109]\n  [213 167 109]\n  [215 167 109]\n  ...\n  [220 176 122]\n  [218 177 122]\n  [219 178 123]]\n\n [[213 167 109]\n  [213 168 107]\n  [215 167 109]\n  ...\n  [220 176 122]\n  [218 177 122]\n  [218 177 122]]\n\n [[213 168 107]\n  [213 169 106]\n  [213 168 107]\n  ...\n  [219 178 123]\n  [218 177 122]\n  [218 177 122]]\n\n ...\n\n [[173 145  68]\n  [168 140  63]\n  [169 141  64]\n  ...\n  [105  85  30]\n  [127 108  47]\n  [160 138  72]]\n\n [[183 155  78]\n  [179 153  76]\n  [173 147  70]\n  ...\n  [157 135  69]\n  [173 150  82]\n  [173 151  79]]\n\n [[179 153  76]\n  [182 156  79]\n  [184 158  81]\n  ...\n  [177 154  79]\n  [180 157  81]\n  [178 155  79]]]', 'region': '(214, 380, 791, 93)', 'confidence': '0.8'}
03:31:05 - 来自: GameHelper.py:240 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
03:31:05 - 来自: main.py:102 - find_pic                         | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
03:31:05 - 来自: main.py:817 - before_start                     | 函数返回            | __main__.find_pic                        | 返回值: None
03:31:05 - 来自: main.py:880 - before_start                     | 调用函数            | __main__.find_pic                        | 参数: {'path': 'mingpai_btn', 'pos': '(214, 380, 791, 93)', 'click': 'False'}
03:31:05 - 来自: main.py:102 - find_pic                         | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x0000014B7D6A5250>', 'templateName': 'mingpai_btn', 'region': '(214, 380, 791, 93)', 'confidence': '0.8', 'img': 'None'}
03:31:05 - 来自: GameHelper.py:238 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x0000014B7D6A5250>', 'region': 'None'}
03:31:05 - 来自: GameHelper.py:238 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x14B2B4F6C10>
03:31:05 - 来自: GameHelper.py:240 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[255 200 115]\n  [255 200 115]\n  [255 200 115]\n  ...\n  [255 192 107]\n  [255 192 107]\n  [255 192 107]]\n\n [[255 198 115]\n  [255 198 115]\n  [255 198 115]\n  ...\n  [255 190 107]\n  [255 190 107]\n  [255 189 107]]\n\n [[255 197 115]\n  [255 197 115]\n  [255 197 115]\n  ...\n  [255 188 107]\n  [255 188 107]\n  [255 188 107]]\n\n ...\n\n [[255 139 115]\n  [255 139 115]\n  [255 139 115]\n  ...\n  [255 134 115]\n  [255 134 115]\n  [255 133 115]]\n\n [[255 136 115]\n  [255 136 115]\n  [255 136 115]\n  ...\n  [255 132 115]\n  [255 132 115]\n  [255 131 115]]\n\n [[255 135 115]\n  [255 135 115]\n  [255 135 115]\n  ...\n  [255 130 115]\n  [255 130 115]\n  [255 130 115]]]', 'region': '(214, 380, 791, 93)', 'confidence': '0.8'}
03:31:05 - 来自: GameHelper.py:240 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
03:31:05 - 来自: main.py:102 - find_pic                         | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
03:31:05 - 来自: main.py:880 - before_start                     | 函数返回            | __main__.find_pic                        | 返回值: None
03:31:05 - 来自: main.py:890 - before_start                     | 调用函数            | __main__.detect_start_btn                | 参数: {'self': '<__main__.Worker object at 0x0000014B2B484D30>'}
03:31:05 - 来自: main.py:587 - detect_start_btn                 | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x0000014B7D6A5250>', 'templateName': 'over', 'region': '(363, 350, 36, 147)', 'confidence': '0.9', 'img': 'None'}
03:31:05 - 来自: GameHelper.py:238 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x0000014B7D6A5250>', 'region': 'None'}
03:31:05 - 来自: GameHelper.py:238 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x14B2B4F64C0>
03:31:06 - 来自: GameHelper.py:240 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[218 228 238]\n  [218 228 238]\n  [218 228 238]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]\n\n [[218 228 238]\n  [218 228 238]\n  [218 228 238]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]\n\n [[218 228 238]\n  [218 228 238]\n  [218 228 238]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]\n\n ...\n\n [[218 227 236]\n  [217 226 235]\n  [209 218 232]\n  ...\n  [212 222 235]\n  [217 227 238]\n  [218 228 238]]\n\n [[218 227 236]\n  [218 227 236]\n  [218 227 236]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]\n\n [[218 227 236]\n  [218 227 236]\n  [218 227 236]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]]', 'region': '(363, 350, 36, 147)', 'confidence': '0.9'}
03:31:06 - 来自: GameHelper.py:240 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
03:31:06 - 来自: main.py:587 - detect_start_btn                 | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
03:31:06 - 来自: main.py:587 - detect_start_btn                 | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x0000014B7D6A5250>', 'templateName': 'over', 'region': '(363, 350, 36, 148)', 'confidence': '0.9', 'img': 'None'}
03:31:06 - 来自: GameHelper.py:238 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x0000014B7D6A5250>', 'region': 'None'}
03:31:06 - 来自: GameHelper.py:238 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x14B2B50B6A0>
03:31:06 - 来自: GameHelper.py:240 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[218 228 238]\n  [218 228 238]\n  [218 228 238]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]\n\n [[218 228 238]\n  [218 228 238]\n  [218 228 238]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]\n\n [[218 228 238]\n  [218 228 238]\n  [218 228 238]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]\n\n ...\n\n [[218 227 236]\n  [217 226 235]\n  [209 218 232]\n  ...\n  [212 222 235]\n  [217 227 238]\n  [218 228 238]]\n\n [[218 227 236]\n  [218 227 236]\n  [218 227 236]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]\n\n [[218 227 236]\n  [218 227 236]\n  [218 227 236]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]]', 'region': '(363, 350, 36, 148)', 'confidence': '0.9'}
03:31:06 - 来自: GameHelper.py:240 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
03:31:06 - 来自: main.py:587 - detect_start_btn                 | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
03:31:06 - 来自: main.py:587 - detect_start_btn                 | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x0000014B7D6A5250>', 'templateName': 'over', 'region': '(363, 350, 36, 149)', 'confidence': '0.9', 'img': 'None'}
03:31:06 - 来自: GameHelper.py:238 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x0000014B7D6A5250>', 'region': 'None'}
03:31:06 - 来自: GameHelper.py:238 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x14B2B50B400>
03:31:06 - 来自: GameHelper.py:240 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[218 228 238]\n  [218 228 238]\n  [218 228 238]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]\n\n [[218 228 238]\n  [218 228 238]\n  [218 228 238]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]\n\n [[218 228 238]\n  [218 228 238]\n  [218 228 238]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]\n\n ...\n\n [[218 227 236]\n  [217 226 235]\n  [209 218 232]\n  ...\n  [212 222 235]\n  [217 227 238]\n  [218 228 238]]\n\n [[218 227 236]\n  [218 227 236]\n  [218 227 236]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]\n\n [[218 227 236]\n  [218 227 236]\n  [218 227 236]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]]', 'region': '(363, 350, 36, 149)', 'confidence': '0.9'}
03:31:06 - 来自: GameHelper.py:240 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
03:31:06 - 来自: main.py:587 - detect_start_btn                 | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
03:31:06 - 来自: main.py:614 - detect_start_btn                 | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x0000014B7D6A5250>', 'templateName': 'continue', 'region': '(544, 501, 173, 60)', 'confidence': '0.8', 'img': 'None'}
03:31:06 - 来自: GameHelper.py:238 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x0000014B7D6A5250>', 'region': 'None'}
03:31:06 - 来自: GameHelper.py:238 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x14B2B50B910>
03:31:06 - 来自: GameHelper.py:240 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[ 89 156 229]\n  [ 89 156 230]\n  [ 88 155 231]\n  ...\n  [101 168 234]\n  [ 99 168 235]\n  [ 99 167 235]]\n\n [[ 88 154 228]\n  [ 88 154 229]\n  [ 87 154 230]\n  ...\n  [ 99 167 233]\n  [ 98 166 233]\n  [ 97 166 233]]\n\n [[ 87 153 227]\n  [ 87 153 228]\n  [ 85 153 229]\n  ...\n  [ 96 164 231]\n  [ 96 165 231]\n  [ 96 165 231]]\n\n ...\n\n [[ 55 116 193]\n  [ 56 115 184]\n  [ 57 116 176]\n  ...\n  [153 194 230]\n  [127 174 221]\n  [ 89 145 208]]\n\n [[ 63 127 207]\n  [ 64 127 203]\n  [ 64 128 198]\n  ...\n  [ 90 138 196]\n  [ 92 143 207]\n  [ 79 137 208]]\n\n [[ 62 128 209]\n  [ 61 127 207]\n  [ 58 125 202]\n  ...\n  [ 60 115 184]\n  [ 68 124 196]\n  [ 70 129 206]]]', 'region': '(544, 501, 173, 60)', 'confidence': '0.8'}
