01:37:49 - 来自: main.py:43 - <module>                          | 调用函数            | GameHelper.__init__                      | 参数: {'self': '<GameHelper.GameHelper object at 0x000002188DF75250>'}
01:38:06 - 来自: main.py:277 - cards_info                       | 调用函数            | GameHelper.LocateAllOnImage              | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[233 234 235]\n  [233 234 235]\n  [233 234 235]\n  ...\n  [231 232 233]\n  [231 231 233]\n  [231 231 232]]\n\n [[233 234 235]\n  [233 234 235]\n  [233 234 235]\n  ...\n  [231 232 233]\n  [231 231 232]\n  [231 231 232]]\n\n [[233 234 235]\n  [233 234 235]\n  [233 234 235]\n  ...\n  [230 230 232]\n  [231 231 232]\n  [231 231 232]]\n\n ...\n\n [[ 41  25 175]\n  [ 41  25 175]\n  [ 41  25 175]\n  ...\n  [221 222 225]\n  [225 226 227]\n  [225 226 227]]\n\n [[164 162 207]\n  [164 162 207]\n  [164 162 207]\n  ...\n  [225 226 227]\n  [225 226 227]\n  [225 226 227]]\n\n [[227 228 230]\n  [227 228 230]\n  [227 228 230]\n  ...\n  [225 226 227]\n  [225 226 227]\n  [225 226 227]]]', 'region': '(160, 497, 933, 80)', 'confidence': '0.8'}
01:38:06 - 来自: main.py:277 - cards_info                       | 函数返回            | GameHelper.LocateAllOnImage              | 返回值: []
01:38:06 - 来自: main.py:277 - cards_info                       | 调用函数            | GameHelper.LocateAllOnImage              | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[233 234 235]\n  [233 234 235]\n  [233 234 235]\n  ...\n  [231 232 233]\n  [231 232 233]\n  [231 232 233]]\n\n [[233 234 235]\n  [233 234 235]\n  [233 234 235]\n  ...\n  [231 232 233]\n  [231 232 233]\n  [231 232 233]]\n\n [[233 234 235]\n  [233 234 235]\n  [233 234 235]\n  ...\n  [231 232 233]\n  [231 232 233]\n  [231 232 233]]\n\n ...\n\n [[229 230 231]\n  [229 230 231]\n  [229 230 231]\n  ...\n  [227 227 228]\n  [227 227 228]\n  [226 226 227]]\n\n [[229 230 231]\n  [229 230 231]\n  [229 230 231]\n  ...\n  [227 227 228]\n  [226 226 227]\n  [225 226 227]]\n\n [[229 230 231]\n  [229 230 231]\n  [229 229 231]\n  ...\n  [226 226 227]\n  [225 226 227]\n  [225 226 227]]]', 'region': '(160, 497, 933, 80)', 'confidence': '0.8'}
01:38:06 - 来自: main.py:277 - cards_info                       | 函数返回            | GameHelper.LocateAllOnImage              | 返回值: []
01:38:06 - 来自: main.py:277 - cards_info                       | 调用函数            | GameHelper.LocateAllOnImage              | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[233 234 235]\n  [233 234 235]\n  [233 234 235]\n  ...\n  [231 231 233]\n  [231 231 232]\n  [229 230 231]]\n\n [[233 234 235]\n  [233 234 235]\n  [233 234 235]\n  ...\n  [231 231 232]\n  [231 231 232]\n  [229 230 231]]\n\n [[233 234 235]\n  [233 234 235]\n  [233 234 235]\n  ...\n  [231 231 232]\n  [231 231 232]\n  [229 230 231]]\n\n ...\n\n [[229 230 231]\n  [229 230 231]\n  [229 230 231]\n  ...\n  [225 226 227]\n  [225 226 227]\n  [223 225 226]]\n\n [[229 230 231]\n  [229 230 231]\n  [229 230 231]\n  ...\n  [225 226 227]\n  [225 226 227]\n  [223 225 226]]\n\n [[229 230 231]\n  [229 230 231]\n  [229 229 231]\n  ...\n  [225 226 227]\n  [225 226 227]\n  [223 225 226]]]', 'region': '(160, 497, 933, 80)', 'confidence': '0.8'}
01:38:06 - 来自: main.py:277 - cards_info                       | 函数返回            | GameHelper.LocateAllOnImage              | 返回值: []
01:38:06 - 来自: main.py:277 - cards_info                       | 调用函数            | GameHelper.LocateAllOnImage              | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[233 234 235]\n  [232 233 235]\n  [231 232 234]\n  ...\n  [229 230 232]\n  [229 230 233]\n  [231 231 233]]\n\n [[231 232 234]\n  [198 202 227]\n  [167 172 223]\n  ...\n  [166 170 221]\n  [177 179 222]\n  [227 227 231]]\n\n [[227 228 233]\n  [122 128 213]\n  [ 12  30 201]\n  ...\n  [ 12  30 201]\n  [ 60  68 204]\n  [218 218 230]]\n\n ...\n\n [[229 230 231]\n  [229 230 231]\n  [229 230 231]\n  ...\n  [227 227 228]\n  [226 226 227]\n  [225 226 227]]\n\n [[229 230 231]\n  [229 230 231]\n  [229 230 231]\n  ...\n  [226 226 227]\n  [225 226 227]\n  [225 226 227]]\n\n [[229 230 231]\n  [229 230 231]\n  [229 229 231]\n  ...\n  [225 226 227]\n  [225 226 227]\n  [225 226 227]]]', 'region': '(160, 497, 933, 80)', 'confidence': '0.8'}
01:38:06 - 来自: main.py:277 - cards_info                       | 函数返回            | GameHelper.LocateAllOnImage              | 返回值: []
01:38:06 - 来自: main.py:277 - cards_info                       | 调用函数            | GameHelper.LocateAllOnImage              | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[233 234 235]\n  [233 234 235]\n  [233 234 235]\n  ...\n  [231 232 233]\n  [231 232 233]\n  [231 231 233]]\n\n [[233 234 235]\n  [233 234 235]\n  [233 233 234]\n  ...\n  [231 232 233]\n  [231 231 233]\n  [231 231 232]]\n\n [[233 234 235]\n  [233 233 234]\n  [233 233 234]\n  ...\n  [231 231 233]\n  [231 231 232]\n  [231 231 232]]\n\n ...\n\n [[229 230 231]\n  [229 230 231]\n  [229 230 231]\n  ...\n  [227 227 228]\n  [226 226 227]\n  [225 226 227]]\n\n [[229 230 231]\n  [229 230 231]\n  [229 229 230]\n  ...\n  [227 227 228]\n  [225 226 227]\n  [225 226 227]]\n\n [[229 230 231]\n  [229 229 230]\n  [229 229 230]\n  ...\n  [225 226 227]\n  [225 226 227]\n  [225 226 227]]]', 'region': '(160, 497, 933, 80)', 'confidence': '0.8'}
01:38:06 - 来自: main.py:277 - cards_info                       | 函数返回            | GameHelper.LocateAllOnImage              | 返回值: []
01:38:06 - 来自: main.py:277 - cards_info                       | 调用函数            | GameHelper.LocateAllOnImage              | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[233 234 235]\n  [233 234 235]\n  [233 234 235]\n  ...\n  [231 232 233]\n  [231 232 233]\n  [231 232 233]]\n\n [[233 234 235]\n  [233 234 235]\n  [230 231 232]\n  ...\n  [224 225 226]\n  [227 228 230]\n  [231 231 233]]\n\n [[233 234 235]\n  [231 232 234]\n  [197 199 202]\n  ...\n  [138 139 147]\n  [199 201 203]\n  [230 230 231]]\n\n ...\n\n [[229 230 231]\n  [222 222 223]\n  [171 166 168]\n  ...\n  [227 227 228]\n  [227 227 228]\n  [227 227 228]]\n\n [[229 230 231]\n  [229 230 231]\n  [223 224 225]\n  ...\n  [227 227 228]\n  [227 227 228]\n  [225 226 227]]\n\n [[229 230 231]\n  [229 230 231]\n  [229 229 231]\n  ...\n  [227 227 228]\n  [225 226 227]\n  [225 226 227]]]', 'region': '(160, 497, 933, 80)', 'confidence': '0.8'}
01:38:06 - 来自: main.py:277 - cards_info                       | 函数返回            | GameHelper.LocateAllOnImage              | 返回值: []
01:38:06 - 来自: main.py:277 - cards_info                       | 调用函数            | GameHelper.LocateAllOnImage              | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[233 234 235]\n  [233 234 235]\n  [233 234 235]\n  ...\n  [231 232 233]\n  [231 232 233]\n  [231 232 233]]\n\n [[233 234 235]\n  [233 234 235]\n  [233 234 235]\n  ...\n  [231 232 233]\n  [231 232 233]\n  [231 231 233]]\n\n [[233 234 235]\n  [233 234 235]\n  [233 234 235]\n  ...\n  [231 232 233]\n  [231 231 233]\n  [231 231 232]]\n\n ...\n\n [[229 230 231]\n  [229 230 231]\n  [229 230 231]\n  ...\n  [ 82  59  63]\n  [189 186 187]\n  [225 226 227]]\n\n [[229 230 231]\n  [229 230 231]\n  [229 230 231]\n  ...\n  [ 74  54  57]\n  [186 184 185]\n  [224 226 227]]\n\n [[229 230 231]\n  [229 230 231]\n  [229 230 231]\n  ...\n  [215 215 216]\n  [222 223 224]\n  [225 226 227]]]', 'region': '(160, 497, 933, 80)', 'confidence': '0.8'}
01:38:06 - 来自: main.py:277 - cards_info                       | 函数返回            | GameHelper.LocateAllOnImage              | 返回值: []
01:38:06 - 来自: main.py:277 - cards_info                       | 调用函数            | GameHelper.LocateAllOnImage              | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[233 234 235]\n  [233 234 235]\n  [233 234 235]\n  ...\n  [231 232 233]\n  [231 232 233]\n  [231 232 233]]\n\n [[233 234 235]\n  [233 234 235]\n  [233 234 235]\n  ...\n  [231 232 233]\n  [231 232 233]\n  [231 232 233]]\n\n [[233 234 235]\n  [233 234 235]\n  [233 233 234]\n  ...\n  [229 231 232]\n  [231 232 233]\n  [231 231 233]]\n\n ...\n\n [[229 230 231]\n  [229 230 231]\n  [229 230 231]\n  ...\n  [222 222 222]\n  [227 227 228]\n  [227 227 228]]\n\n [[229 230 231]\n  [229 230 231]\n  [229 230 231]\n  ...\n  [227 227 228]\n  [227 227 228]\n  [227 227 228]]\n\n [[229 230 231]\n  [229 230 231]\n  [229 229 231]\n  ...\n  [227 227 228]\n  [227 227 228]\n  [225 226 227]]]', 'region': '(160, 497, 933, 80)', 'confidence': '0.8'}
01:38:06 - 来自: main.py:277 - cards_info                       | 函数返回            | GameHelper.LocateAllOnImage              | 返回值: []
01:38:06 - 来自: main.py:309 - find_my_cards                    | 函数返回            | __main__.cards_info                      | 返回值: 
01:38:06 - 来自: main.py:508 - before_start                     | 函数返回            | __main__.find_my_cards                   | 返回值: 
01:38:07 - 来自: main.py:517 - before_start                     | 调用函数            | __main__.detect_start_btn                | 参数: {'self': '<__main__.Worker object at 0x00000218BBD634C0>'}
01:38:07 - 来自: main.py:447 - detect_start_btn                 | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x000002188DF75250>', 'templateName': 'over', 'region': '(273, 181, 225, 53)', 'confidence': '0.9', 'img': 'None'}
01:38:07 - 来自: GameHelper.py:232 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x000002188DF75250>', 'region': 'None'}
01:38:07 - 来自: GameHelper.py:232 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x218BBDD4310>
01:38:07 - 来自: GameHelper.py:234 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[ 81  96 239]\n  [ 82 100 240]\n  [ 82 109 240]\n  ...\n  [ 73  89 242]\n  [ 74  90 242]\n  [ 72  89 242]]\n\n [[ 82  99 239]\n  [ 79 110 240]\n  [ 78 136 240]\n  ...\n  [ 72  89 242]\n  [ 73  89 242]\n  [ 72  88 242]]\n\n [[ 80 110 240]\n  [ 78 137 240]\n  [ 78 163 238]\n  ...\n  [ 72  88 242]\n  [ 73  89 242]\n  [ 71  88 242]]\n\n ...\n\n [[ 81  97 239]\n  [ 79  97 240]\n  [ 79  99 240]\n  ...\n  [ 83 160 246]\n  [ 77 137 244]\n  [ 74 107 243]]\n\n [[ 82  97 240]\n  [ 80  97 240]\n  [ 80  96 240]\n  ...\n  [ 75 124 243]\n  [ 73 102 242]\n  [ 74  91 242]]\n\n [[ 79  95 239]\n  [ 78  95 239]\n  [ 79  95 240]\n  ...\n  [ 74  97 242]\n  [ 73  91 242]\n  [ 73  90 242]]]', 'region': '(273, 181, 225, 53)', 'confidence': '0.9'}
01:38:07 - 来自: GameHelper.py:234 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
01:38:07 - 来自: main.py:447 - detect_start_btn                 | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
01:38:07 - 来自: main.py:447 - detect_start_btn                 | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x000002188DF75250>', 'templateName': 'over', 'region': '(262, 421, 234, 53)', 'confidence': '0.9', 'img': 'None'}
01:38:07 - 来自: GameHelper.py:232 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x000002188DF75250>', 'region': 'None'}
01:38:07 - 来自: GameHelper.py:232 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x218BA28AD30>
01:38:07 - 来自: GameHelper.py:234 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[ 81  96 239]\n  [ 82 100 240]\n  [ 82 109 240]\n  ...\n  [ 73  89 242]\n  [ 74  90 242]\n  [ 72  89 242]]\n\n [[ 82  99 239]\n  [ 79 110 240]\n  [ 78 136 240]\n  ...\n  [ 72  89 242]\n  [ 73  89 242]\n  [ 72  88 242]]\n\n [[ 80 110 240]\n  [ 78 137 240]\n  [ 78 163 238]\n  ...\n  [ 72  88 242]\n  [ 73  89 242]\n  [ 71  88 242]]\n\n ...\n\n [[ 81  97 239]\n  [ 79  97 240]\n  [ 79  99 240]\n  ...\n  [ 83 160 246]\n  [ 77 137 244]\n  [ 74 107 243]]\n\n [[ 82  97 240]\n  [ 80  97 240]\n  [ 80  96 240]\n  ...\n  [ 75 124 243]\n  [ 73 102 242]\n  [ 74  91 242]]\n\n [[ 79  95 239]\n  [ 78  95 239]\n  [ 79  95 240]\n  ...\n  [ 74  97 242]\n  [ 73  91 242]\n  [ 73  90 242]]]', 'region': '(262, 421, 234, 53)', 'confidence': '0.9'}
01:38:07 - 来自: GameHelper.py:234 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
01:38:07 - 来自: main.py:447 - detect_start_btn                 | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
01:38:07 - 来自: main.py:447 - detect_start_btn                 | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x000002188DF75250>', 'templateName': 'over', 'region': '(784, 180, 204, 53)', 'confidence': '0.9', 'img': 'None'}
01:38:07 - 来自: GameHelper.py:232 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x000002188DF75250>', 'region': 'None'}
01:38:07 - 来自: GameHelper.py:232 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x218BBDA2A60>
01:38:07 - 来自: GameHelper.py:234 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[ 81  96 239]\n  [ 82 100 240]\n  [ 82 109 240]\n  ...\n  [ 73  89 242]\n  [ 74  90 242]\n  [ 72  89 242]]\n\n [[ 82  99 239]\n  [ 79 110 240]\n  [ 78 136 240]\n  ...\n  [ 72  89 242]\n  [ 73  89 242]\n  [ 72  88 242]]\n\n [[ 80 110 240]\n  [ 78 137 240]\n  [ 78 163 238]\n  ...\n  [ 72  88 242]\n  [ 73  89 242]\n  [ 71  88 242]]\n\n ...\n\n [[ 81  97 239]\n  [ 79  97 240]\n  [ 79  99 240]\n  ...\n  [ 83 160 246]\n  [ 77 137 244]\n  [ 74 107 243]]\n\n [[ 82  97 240]\n  [ 80  97 240]\n  [ 80  96 240]\n  ...\n  [ 75 124 243]\n  [ 73 102 242]\n  [ 74  91 242]]\n\n [[ 79  95 239]\n  [ 78  95 239]\n  [ 79  95 240]\n  ...\n  [ 74  97 242]\n  [ 73  91 242]\n  [ 73  90 242]]]', 'region': '(784, 180, 204, 53)', 'confidence': '0.9'}
01:38:07 - 来自: GameHelper.py:234 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
01:38:07 - 来自: main.py:447 - detect_start_btn                 | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
01:38:07 - 来自: main.py:462 - detect_start_btn                 | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x000002188DF75250>', 'templateName': 'continue', 'region': '(930, 537, 212, 93)', 'confidence': '0.8', 'img': 'None'}
01:38:07 - 来自: GameHelper.py:232 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x000002188DF75250>', 'region': 'None'}
01:38:07 - 来自: GameHelper.py:232 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x218BBDA27C0>
01:38:07 - 来自: GameHelper.py:234 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[ 65 222 254]\n  [ 66 222 254]\n  [ 66 222 254]\n  ...\n  [ 64 222 249]\n  [ 64 222 249]\n  [ 66 222 247]]\n\n [[ 62 220 254]\n  [ 62 220 254]\n  [ 62 220 254]\n  ...\n  [ 64 222 249]\n  [ 64 222 249]\n  [ 63 221 247]]\n\n [[ 59 220 254]\n  [ 62 223 254]\n  [ 59 219 254]\n  ...\n  [ 59 222 247]\n  [ 58 221 247]\n  [ 59 218 247]]\n\n ...\n\n [[ 34 174 246]\n  [ 33 173 246]\n  [ 34 173 246]\n  ...\n  [ 36 182 247]\n  [ 36 182 247]\n  [ 36 181 246]]\n\n [[ 33 173 246]\n  [ 33 173 246]\n  [ 33 173 246]\n  ...\n  [ 36 182 247]\n  [ 36 181 247]\n  [ 36 176 246]]\n\n [[ 33 173 246]\n  [ 33 173 246]\n  [ 33 173 246]\n  ...\n  [ 36 180 247]\n  [ 36 175 247]\n  [ 36 172 246]]]', 'region': '(930, 537, 212, 93)', 'confidence': '0.8'}
01:38:07 - 来自: GameHelper.py:234 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
01:38:07 - 来自: main.py:462 - detect_start_btn                 | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
01:38:07 - 来自: main.py:478 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'continue', 'pos': '(930, 537, 212, 93)', 'click': 'True'}
