14:33:40 - 来自: main.py:43 - <module>                          | 调用函数            | GameHelper.__init__                      | 参数: {'self': '<GameHelper.GameHelper object at 0x0000025880ABA490>'}
14:34:23 -             来自: main.py:587 - detect_start_btn                 | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x0000025880ABA490>', 'templateName': 'over', 'region': '(363, 350, 36, 149)', 'confidence': '0.9', 'img': 'None'}
14:34:23 -                 来自: GameHelper.py:262 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x0000025880ABA490>', 'region': 'None'}
14:34:23 -                 来自: GameHelper.py:262 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x258ABD7EB50>
14:34:23 -                 来自: GameHelper.py:264 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[218 228 238]\n  [218 228 238]\n  [218 228 238]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]\n\n [[218 228 238]\n  [218 228 238]\n  [218 228 238]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]\n\n [[218 228 238]\n  [218 228 238]\n  [218 228 238]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]\n\n ...\n\n [[218 227 236]\n  [217 226 235]\n  [209 218 232]\n  ...\n  [212 222 235]\n  [217 227 238]\n  [218 228 238]]\n\n [[218 227 236]\n  [218 227 236]\n  [218 227 236]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]\n\n [[218 227 236]\n  [218 227 236]\n  [218 227 236]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]]', 'region': '(363, 350, 36, 149)', 'confidence': '0.9'}
14:34:23 -                 来自: GameHelper.py:264 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
14:34:23 -             来自: main.py:587 - detect_start_btn                 | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
14:34:23 -             来自: main.py:614 - detect_start_btn                 | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x0000025880ABA490>', 'templateName': 'continue', 'region': '(544, 501, 173, 60)', 'confidence': '0.8', 'img': 'None'}
14:34:23 -                 来自: GameHelper.py:262 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x0000025880ABA490>', 'region': 'None'}
14:34:23 -                 来自: GameHelper.py:262 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x258ABD7E970>
14:34:23 -                 来自: GameHelper.py:264 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[ 89 156 229]\n  [ 89 156 230]\n  [ 88 155 231]\n  ...\n  [101 168 234]\n  [ 99 168 235]\n  [ 99 167 235]]\n\n [[ 88 154 228]\n  [ 88 154 229]\n  [ 87 154 230]\n  ...\n  [ 99 167 233]\n  [ 98 166 233]\n  [ 97 166 233]]\n\n [[ 87 153 227]\n  [ 87 153 228]\n  [ 85 153 229]\n  ...\n  [ 96 164 231]\n  [ 96 165 231]\n  [ 96 165 231]]\n\n ...\n\n [[ 55 116 193]\n  [ 56 115 184]\n  [ 57 116 176]\n  ...\n  [153 194 230]\n  [127 174 221]\n  [ 89 145 208]]\n\n [[ 63 127 207]\n  [ 64 127 203]\n  [ 64 128 198]\n  ...\n  [ 90 138 196]\n  [ 92 143 207]\n  [ 79 137 208]]\n\n [[ 62 128 209]\n  [ 61 127 207]\n  [ 58 125 202]\n  ...\n  [ 60 115 184]\n  [ 68 124 196]\n  [ 70 129 206]]]', 'region': '(544, 501, 173, 60)', 'confidence': '0.8'}
14:34:23 -                 来自: GameHelper.py:264 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
14:34:23 -             来自: main.py:614 - detect_start_btn                 | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
14:34:23 -             来自: main.py:636 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'continue', 'pos': '(545, 503, 170, 60)', 'click': 'True'}
14:34:23 -                 来自: main.py:102 - find_pic                         | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x0000025880ABA490>', 'templateName': 'continue', 'region': '(545, 503, 170, 60)', 'confidence': '0.8', 'img': 'None'}
14:34:23 -                     来自: GameHelper.py:262 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x0000025880ABA490>', 'region': 'None'}
14:34:23 -                     来自: GameHelper.py:262 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x258ABD7EDF0>
14:34:23 -                     来自: GameHelper.py:264 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[ 89 156 229]\n  [ 89 156 230]\n  [ 88 155 231]\n  ...\n  [101 168 234]\n  [ 99 168 235]\n  [ 99 167 235]]\n\n [[ 88 154 228]\n  [ 88 154 229]\n  [ 87 154 230]\n  ...\n  [ 99 167 233]\n  [ 98 166 233]\n  [ 97 166 233]]\n\n [[ 87 153 227]\n  [ 87 153 228]\n  [ 85 153 229]\n  ...\n  [ 96 164 231]\n  [ 96 165 231]\n  [ 96 165 231]]\n\n ...\n\n [[ 55 116 193]\n  [ 56 115 184]\n  [ 57 116 176]\n  ...\n  [153 194 230]\n  [127 174 221]\n  [ 89 145 208]]\n\n [[ 63 127 207]\n  [ 64 127 203]\n  [ 64 128 198]\n  ...\n  [ 90 138 196]\n  [ 92 143 207]\n  [ 79 137 208]]\n\n [[ 62 128 209]\n  [ 61 127 207]\n  [ 58 125 202]\n  ...\n  [ 60 115 184]\n  [ 68 124 196]\n  [ 70 129 206]]]', 'region': '(545, 503, 170, 60)', 'confidence': '0.8'}
14:34:23 -                     来自: GameHelper.py:264 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
14:34:23 -                 来自: main.py:102 - find_pic                         | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
14:34:23 -             来自: main.py:636 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
14:34:23 -             来自: main.py:639 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'reward', 'pos': '(521, 506, 199, 76)', 'click': 'True'}
14:34:23 -                 来自: main.py:102 - find_pic                         | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x0000025880ABA490>', 'templateName': 'reward', 'region': '(521, 506, 199, 76)', 'confidence': '0.8', 'img': 'None'}
14:34:23 -                     来自: GameHelper.py:262 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x0000025880ABA490>', 'region': 'None'}
14:34:23 -                     来自: GameHelper.py:262 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x258ABD7E5B0>
14:34:23 -                     来自: GameHelper.py:264 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[ 74 224 254]\n  [ 74 224 254]\n  [ 74 226 254]\n  ...\n  [ 77 229 250]\n  [ 76 230 251]\n  [ 74 228 250]]\n\n [[ 71 223 254]\n  [ 72 223 254]\n  [ 74 224 254]\n  ...\n  [ 75 225 247]\n  [ 75 225 247]\n  [ 75 225 247]]\n\n [[ 70 222 254]\n  [ 71 223 254]\n  [ 72 223 254]\n  ...\n  [ 73 224 247]\n  [ 74 224 247]\n  [ 72 223 247]]\n\n ...\n\n [[ 35 177 246]\n  [ 36 177 246]\n  [ 35 178 246]\n  ...\n  [ 35 178 246]\n  [ 34 178 246]\n  [ 34 178 246]]\n\n [[ 34 177 246]\n  [ 34 177 246]\n  [ 34 177 246]\n  ...\n  [ 34 178 246]\n  [ 32 178 246]\n  [ 32 178 246]]\n\n [[ 30 172 246]\n  [ 30 173 246]\n  [ 27 173 246]\n  ...\n  [ 33 177 246]\n  [ 33 177 246]\n  [ 33 177 246]]]', 'region': '(521, 506, 199, 76)', 'confidence': '0.8'}
14:34:23 -                     来自: GameHelper.py:264 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
14:34:23 -                 来自: main.py:102 - find_pic                         | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
14:34:23 -             来自: main.py:639 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
14:34:23 -             来自: main.py:642 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'start_game', 'pos': '(201, 260, 840, 74)', 'click': 'True'}
14:34:23 -                 来自: main.py:102 - find_pic                         | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x0000025880ABA490>', 'templateName': 'start_game', 'region': '(201, 260, 840, 74)', 'confidence': '0.8', 'img': 'None'}
14:34:23 -                     来自: GameHelper.py:262 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x0000025880ABA490>', 'region': 'None'}
14:34:23 -                     来自: GameHelper.py:262 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x258ABD7E850>
14:34:23 -                     来自: GameHelper.py:264 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[ 98 111 143]\n  [ 97 110 142]\n  [ 95 106 138]\n  ...\n  [ 85  94 127]\n  [ 99 110 138]\n  [121 133 161]]\n\n [[108 119 151]\n  [108 118 152]\n  [106 115 149]\n  ...\n  [100 109 142]\n  [117 128 156]\n  [155 164 191]]\n\n [[102 111 145]\n  [101 110 144]\n  [101 110 144]\n  ...\n  [ 99 108 142]\n  [103 111 141]\n  [130 138 167]]\n\n ...\n\n [[104 116 152]\n  [107 116 153]\n  [107 116 153]\n  ...\n  [107 116 153]\n  [106 116 150]\n  [106 116 150]]\n\n [[103 115 151]\n  [104 113 150]\n  [105 114 151]\n  ...\n  [106 116 150]\n  [107 117 151]\n  [106 115 148]]\n\n [[105 114 152]\n  [105 114 152]\n  [104 113 151]\n  ...\n  [107 118 148]\n  [108 118 148]\n  [105 116 144]]]', 'region': '(201, 260, 840, 74)', 'confidence': '0.8'}
14:34:23 -                     来自: GameHelper.py:264 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: (249, 285)
14:34:23 -                 来自: main.py:102 - find_pic                         | 函数返回            | GameHelper.LocateOnScreen                | 返回值: (249, 285)
14:34:23 -                 来自: main.py:106 - find_pic                         | 调用函数            | GameHelper.LeftClick                     | 参数: {'self': '<GameHelper.GameHelper object at 0x0000025880ABA490>', 'pos': '(249, 285)'}
14:34:23 -                     来自: GameHelper.py:316 - LeftClick                  | 调用函数            | GameHelper.sleep                         | 参数: {'self': '<GameHelper.GameHelper object at 0x0000025880ABA490>', 'ms': '200'}
14:34:23 -                     来自: GameHelper.py:316 - LeftClick                  | 函数返回            | GameHelper.sleep                         | 返回值: None
14:34:23 -                 来自: main.py:106 - find_pic                         | 函数返回            | GameHelper.LeftClick                     | 返回值: None
14:34:23 -             来自: main.py:642 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: (249, 285)
14:34:24 -             来自: main.py:645 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuoguan', 'pos': '(485, 620, 269, 92)', 'click': 'True'}
14:34:24 -                 来自: main.py:102 - find_pic                         | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x0000025880ABA490>', 'templateName': 'tuoguan', 'region': '(485, 620, 269, 92)', 'confidence': '0.8', 'img': 'None'}
14:34:24 -                     来自: GameHelper.py:262 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x0000025880ABA490>', 'region': 'None'}
14:34:24 -                     来自: GameHelper.py:262 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x258ABD7B670>
14:34:24 -                     来自: GameHelper.py:264 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[213 169 106]\n  [213 169 106]\n  [215 168 106]\n  ...\n  [220 176 122]\n  [217 176 121]\n  [219 179 121]]\n\n [[213 169 106]\n  [213 169 106]\n  [215 169 105]\n  ...\n  [218 174 120]\n  [218 177 122]\n  [216 176 118]]\n\n [[212 168 105]\n  [212 168 105]\n  [212 168 104]\n  ...\n  [215 174 119]\n  [219 179 121]\n  [216 176 118]]\n\n ...\n\n [[175 149  73]\n  [173 146  72]\n  [170 143  69]\n  ...\n  [173 146  72]\n  [174 147  73]\n  [174 148  72]]\n\n [[169 143  67]\n  [169 143  67]\n  [169 143  67]\n  ...\n  [175 151  75]\n  [175 151  75]\n  [174 150  74]]\n\n [[170 144  67]\n  [172 146  69]\n  [175 149  73]\n  ...\n  [179 155  79]\n  [178 154  78]\n  [176 152  76]]]', 'region': '(485, 620, 269, 92)', 'confidence': '0.8'}
14:34:24 -                     来自: GameHelper.py:264 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
14:34:24 -                 来自: main.py:102 - find_pic                         | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
14:34:24 -             来自: main.py:645 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
14:34:24 -             来自: main.py:648 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'sure', 'pos': '(560, 405, 256, 127)', 'click': 'True'}
14:34:24 -                 来自: main.py:102 - find_pic                         | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x0000025880ABA490>', 'templateName': 'sure', 'region': '(560, 405, 256, 127)', 'confidence': '0.8', 'img': 'None'}
14:34:24 -                     来自: GameHelper.py:262 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x0000025880ABA490>', 'region': 'None'}
14:34:24 -                     来自: GameHelper.py:262 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x258ABD77E20>
14:34:24 -                     来自: GameHelper.py:264 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[ 75 229 255]\n  [ 75 229 255]\n  [ 75 229 255]\n  ...\n  [ 77 230 254]\n  [ 76 230 252]\n  [ 76 230 252]]\n\n [[ 72 227 255]\n  [ 74 228 255]\n  [ 73 227 255]\n  ...\n  [ 74 228 253]\n  [ 75 228 250]\n  [ 75 228 250]]\n\n [[ 71 227 255]\n  [ 71 227 255]\n  [ 71 227 255]\n  ...\n  [ 72 228 250]\n  [ 73 228 248]\n  [ 72 227 248]]\n\n ...\n\n [[ 38 186 247]\n  [ 38 187 247]\n  [ 38 186 247]\n  ...\n  [ 38 187 247]\n  [ 39 187 247]\n  [ 39 187 247]]\n\n [[ 38 183 247]\n  [ 38 185 247]\n  [ 38 184 247]\n  ...\n  [ 41 187 247]\n  [ 44 186 247]\n  [ 44 185 247]]\n\n [[ 38 182 247]\n  [ 38 182 247]\n  [ 38 183 247]\n  ...\n  [ 41 184 247]\n  [ 44 184 247]\n  [ 44 184 247]]]', 'region': '(560, 405, 256, 127)', 'confidence': '0.8'}
14:34:24 -                     来自: GameHelper.py:264 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
14:34:24 -                 来自: main.py:102 - find_pic                         | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
14:34:24 -             来自: main.py:648 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
14:34:24 -             来自: main.py:651 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuijian', 'pos': '(648, 413, 194, 88)', 'click': 'True'}
14:34:24 -                 来自: main.py:102 - find_pic                         | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x0000025880ABA490>', 'templateName': 'tuijian', 'region': '(648, 413, 194, 88)', 'confidence': '0.8', 'img': 'None'}
14:34:24 -                     来自: GameHelper.py:262 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x0000025880ABA490>', 'region': 'None'}
14:34:24 -                     来自: GameHelper.py:262 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x258ABD77FD0>
14:34:24 -                     来自: GameHelper.py:264 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[ 69 221 254]\n  [ 70 223 254]\n  [ 71 223 254]\n  ...\n  [ 71 223 246]\n  [ 71 223 246]\n  [ 71 223 246]]\n\n [[ 65 219 254]\n  [ 65 220 254]\n  [ 66 223 254]\n  ...\n  [ 69 222 246]\n  [ 68 221 246]\n  [ 68 221 246]]\n\n [[ 63 218 254]\n  [ 63 219 254]\n  [ 62 222 254]\n  ...\n  [ 66 219 246]\n  [ 65 219 246]\n  [ 65 219 246]]\n\n ...\n\n [[ 44 182 246]\n  [ 42 181 246]\n  [ 40 179 245]\n  ...\n  [ 44 182 246]\n  [ 44 181 246]\n  [ 44 182 246]]\n\n [[ 44 179 246]\n  [ 42 179 246]\n  [ 40 179 246]\n  ...\n  [ 44 180 247]\n  [ 44 180 247]\n  [ 44 181 247]]\n\n [[ 44 179 246]\n  [ 43 178 246]\n  [ 41 178 246]\n  ...\n  [ 44 179 247]\n  [ 44 179 247]\n  [ 44 179 247]]]', 'region': '(648, 413, 194, 88)', 'confidence': '0.8'}
