18:50:37 - 来自: main.py:43 - <module>                          | 调用函数            | GameHelper.__init__                      | 参数: {'self': '<GameHelper.GameHelper object at 0x000001AB58DF5250>'}
18:51:06 - 来自: main.py:478 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'continue', 'pos': '(930, 537, 212, 93)', 'click': 'True'}
18:51:06 - 来自: main.py:101 - find_pic                         | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x000001AB58DF5250>', 'templateName': 'continue', 'region': '(930, 537, 212, 93)', 'confidence': '0.8', 'img': 'None'}
18:51:06 - 来自: GameHelper.py:232 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x000001AB58DF5250>', 'region': 'None'}
18:51:06 - 来自: GameHelper.py:232 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x1AB06C753A0>
18:51:06 - 来自: GameHelper.py:234 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[ 65 222 254]\n  [ 66 222 254]\n  [ 66 222 254]\n  ...\n  [ 64 222 249]\n  [ 64 222 249]\n  [ 66 222 247]]\n\n [[ 62 220 254]\n  [ 62 220 254]\n  [ 62 220 254]\n  ...\n  [ 64 222 249]\n  [ 64 222 249]\n  [ 63 221 247]]\n\n [[ 59 220 254]\n  [ 62 223 254]\n  [ 59 219 254]\n  ...\n  [ 59 222 247]\n  [ 58 221 247]\n  [ 59 218 247]]\n\n ...\n\n [[ 34 174 246]\n  [ 33 173 246]\n  [ 34 173 246]\n  ...\n  [ 36 182 247]\n  [ 36 182 247]\n  [ 36 181 246]]\n\n [[ 33 173 246]\n  [ 33 173 246]\n  [ 33 173 246]\n  ...\n  [ 36 182 247]\n  [ 36 181 247]\n  [ 36 176 246]]\n\n [[ 33 173 246]\n  [ 33 173 246]\n  [ 33 173 246]\n  ...\n  [ 36 180 247]\n  [ 36 175 247]\n  [ 36 172 246]]]', 'region': '(930, 537, 212, 93)', 'confidence': '0.8'}
18:51:06 - 来自: GameHelper.py:234 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
18:51:06 - 来自: main.py:101 - find_pic                         | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
18:51:06 - 来自: main.py:478 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:06 - 来自: main.py:480 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'reward', 'pos': '(521, 506, 199, 76)', 'click': 'True'}
18:51:06 - 来自: main.py:101 - find_pic                         | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x000001AB58DF5250>', 'templateName': 'reward', 'region': '(521, 506, 199, 76)', 'confidence': '0.8', 'img': 'None'}
18:51:06 - 来自: GameHelper.py:232 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x000001AB58DF5250>', 'region': 'None'}
18:51:06 - 来自: GameHelper.py:232 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x1AB06C75880>
18:51:06 - 来自: GameHelper.py:234 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[ 74 224 254]\n  [ 74 224 254]\n  [ 74 226 254]\n  ...\n  [ 77 229 250]\n  [ 76 230 251]\n  [ 74 228 250]]\n\n [[ 71 223 254]\n  [ 72 223 254]\n  [ 74 224 254]\n  ...\n  [ 75 225 247]\n  [ 75 225 247]\n  [ 75 225 247]]\n\n [[ 70 222 254]\n  [ 71 223 254]\n  [ 72 223 254]\n  ...\n  [ 73 224 247]\n  [ 74 224 247]\n  [ 72 223 247]]\n\n ...\n\n [[ 35 177 246]\n  [ 36 177 246]\n  [ 35 178 246]\n  ...\n  [ 35 178 246]\n  [ 34 178 246]\n  [ 34 178 246]]\n\n [[ 34 177 246]\n  [ 34 177 246]\n  [ 34 177 246]\n  ...\n  [ 34 178 246]\n  [ 32 178 246]\n  [ 32 178 246]]\n\n [[ 30 172 246]\n  [ 30 173 246]\n  [ 27 173 246]\n  ...\n  [ 33 177 246]\n  [ 33 177 246]\n  [ 33 177 246]]]', 'region': '(521, 506, 199, 76)', 'confidence': '0.8'}
18:51:06 - 来自: GameHelper.py:234 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
18:51:06 - 来自: main.py:101 - find_pic                         | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
18:51:06 - 来自: main.py:480 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:06 - 来自: main.py:482 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'start_game', 'pos': '(640, 414, 232, 104)', 'click': 'True'}
18:51:06 - 来自: main.py:101 - find_pic                         | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x000001AB58DF5250>', 'templateName': 'start_game', 'region': '(640, 414, 232, 104)', 'confidence': '0.8', 'img': 'None'}
18:51:06 - 来自: GameHelper.py:232 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x000001AB58DF5250>', 'region': 'None'}
18:51:06 - 来自: GameHelper.py:232 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x1AB06C757C0>
18:51:06 - 来自: GameHelper.py:234 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[ 86 222 255]\n  [ 86 222 255]\n  [ 86 222 255]\n  ...\n  [ 86 222 255]\n  [ 86 222 255]\n  [ 86 222 255]]\n\n [[ 85 220 255]\n  [ 85 220 255]\n  [ 85 220 255]\n  ...\n  [ 85 220 255]\n  [ 85 220 255]\n  [ 85 220 255]]\n\n [[ 83 218 255]\n  [ 83 218 255]\n  [ 83 218 255]\n  ...\n  [ 83 218 255]\n  [ 83 218 255]\n  [ 83 218 255]]\n\n ...\n\n [[ 64 165 255]\n  [ 64 165 255]\n  [ 64 165 255]\n  ...\n  [ 64 165 255]\n  [ 64 165 255]\n  [ 64 165 255]]\n\n [[ 66 163 255]\n  [ 66 163 255]\n  [ 66 163 255]\n  ...\n  [ 66 163 255]\n  [ 66 163 255]\n  [ 66 163 255]]\n\n [[ 66 162 255]\n  [ 66 162 255]\n  [ 66 162 255]\n  ...\n  [ 66 162 255]\n  [ 66 162 255]\n  [ 66 162 255]]]', 'region': '(640, 414, 232, 104)', 'confidence': '0.8'}
18:51:06 - 来自: GameHelper.py:234 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
18:51:06 - 来自: main.py:101 - find_pic                         | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
18:51:06 - 来自: main.py:482 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:06 - 来自: main.py:484 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuoguan', 'pos': '(512, 544, 240, 113)', 'click': 'True'}
18:51:06 - 来自: main.py:101 - find_pic                         | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x000001AB58DF5250>', 'templateName': 'tuoguan', 'region': '(512, 544, 240, 113)', 'confidence': '0.8', 'img': 'None'}
18:51:06 - 来自: GameHelper.py:232 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x000001AB58DF5250>', 'region': 'None'}
18:51:06 - 来自: GameHelper.py:232 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x1AB06C755E0>
18:51:06 - 来自: GameHelper.py:234 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[ 66 221 253]\n  [ 66 221 253]\n  [ 66 221 253]\n  ...\n  [ 66 221 245]\n  [ 66 221 245]\n  [ 66 221 245]]\n\n [[ 61 220 253]\n  [ 62 221 253]\n  [ 62 221 253]\n  ...\n  [ 63 221 245]\n  [ 63 221 245]\n  [ 63 220 245]]\n\n [[ 56 219 253]\n  [ 56 220 253]\n  [ 56 220 253]\n  ...\n  [ 60 218 245]\n  [ 60 218 245]\n  [ 59 218 245]]\n\n ...\n\n [[ 32 177 245]\n  [ 29 177 245]\n  [ 30 176 245]\n  ...\n  [ 34 178 245]\n  [ 34 178 245]\n  [ 34 178 245]]\n\n [[ 32 174 245]\n  [ 31 174 245]\n  [ 31 174 245]\n  ...\n  [ 34 177 245]\n  [ 34 177 245]\n  [ 34 177 245]]\n\n [[ 31 174 245]\n  [ 31 174 245]\n  [ 31 174 245]\n  ...\n  [ 34 176 245]\n  [ 34 174 245]\n  [ 34 174 245]]]', 'region': '(512, 544, 240, 113)', 'confidence': '0.8'}
18:51:06 - 来自: GameHelper.py:234 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
18:51:06 - 来自: main.py:101 - find_pic                         | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
18:51:06 - 来自: main.py:484 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:06 - 来自: main.py:486 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'sure', 'pos': '(560, 405, 256, 127)', 'click': 'True'}
18:51:06 - 来自: main.py:101 - find_pic                         | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x000001AB58DF5250>', 'templateName': 'sure', 'region': '(560, 405, 256, 127)', 'confidence': '0.8', 'img': 'None'}
18:51:06 - 来自: GameHelper.py:232 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x000001AB58DF5250>', 'region': 'None'}
18:51:06 - 来自: GameHelper.py:232 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x1AB06C75970>
18:51:06 - 来自: GameHelper.py:234 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[ 75 229 255]\n  [ 75 229 255]\n  [ 75 229 255]\n  ...\n  [ 77 230 254]\n  [ 76 230 252]\n  [ 76 230 252]]\n\n [[ 72 227 255]\n  [ 74 228 255]\n  [ 73 227 255]\n  ...\n  [ 74 228 253]\n  [ 75 228 250]\n  [ 75 228 250]]\n\n [[ 71 227 255]\n  [ 71 227 255]\n  [ 71 227 255]\n  ...\n  [ 72 228 250]\n  [ 73 228 248]\n  [ 72 227 248]]\n\n ...\n\n [[ 38 186 247]\n  [ 38 187 247]\n  [ 38 186 247]\n  ...\n  [ 38 187 247]\n  [ 39 187 247]\n  [ 39 187 247]]\n\n [[ 38 183 247]\n  [ 38 185 247]\n  [ 38 184 247]\n  ...\n  [ 41 187 247]\n  [ 44 186 247]\n  [ 44 185 247]]\n\n [[ 38 182 247]\n  [ 38 182 247]\n  [ 38 183 247]\n  ...\n  [ 41 184 247]\n  [ 44 184 247]\n  [ 44 184 247]]]', 'region': '(560, 405, 256, 127)', 'confidence': '0.8'}
18:51:06 - 来自: GameHelper.py:234 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
18:51:06 - 来自: main.py:101 - find_pic                         | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
18:51:06 - 来自: main.py:486 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:06 - 来自: main.py:488 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuijian', 'pos': '(648, 413, 194, 88)', 'click': 'True'}
18:51:06 - 来自: main.py:101 - find_pic                         | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x000001AB58DF5250>', 'templateName': 'tuijian', 'region': '(648, 413, 194, 88)', 'confidence': '0.8', 'img': 'None'}
18:51:06 - 来自: GameHelper.py:232 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x000001AB58DF5250>', 'region': 'None'}
18:51:06 - 来自: GameHelper.py:232 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x1AB06C75A90>
18:51:06 - 来自: GameHelper.py:234 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[ 69 221 254]\n  [ 70 223 254]\n  [ 71 223 254]\n  ...\n  [ 71 223 246]\n  [ 71 223 246]\n  [ 71 223 246]]\n\n [[ 65 219 254]\n  [ 65 220 254]\n  [ 66 223 254]\n  ...\n  [ 69 222 246]\n  [ 68 221 246]\n  [ 68 221 246]]\n\n [[ 63 218 254]\n  [ 63 219 254]\n  [ 62 222 254]\n  ...\n  [ 66 219 246]\n  [ 65 219 246]\n  [ 65 219 246]]\n\n ...\n\n [[ 44 182 246]\n  [ 42 181 246]\n  [ 40 179 245]\n  ...\n  [ 44 182 246]\n  [ 44 181 246]\n  [ 44 182 246]]\n\n [[ 44 179 246]\n  [ 42 179 246]\n  [ 40 179 246]\n  ...\n  [ 44 180 247]\n  [ 44 180 247]\n  [ 44 181 247]]\n\n [[ 44 179 246]\n  [ 43 178 246]\n  [ 41 178 246]\n  ...\n  [ 44 179 247]\n  [ 44 179 247]\n  [ 44 179 247]]]', 'region': '(648, 413, 194, 88)', 'confidence': '0.8'}
18:51:06 - 来自: GameHelper.py:234 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
18:51:06 - 来自: main.py:101 - find_pic                         | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
18:51:06 - 来自: main.py:488 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:06 - 来自: main.py:490 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'good', 'pos': '(385, 532, 194, 78)', 'click': 'True'}
18:51:06 - 来自: main.py:101 - find_pic                         | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x000001AB58DF5250>', 'templateName': 'good', 'region': '(385, 532, 194, 78)', 'confidence': '0.8', 'img': 'None'}
18:51:06 - 来自: GameHelper.py:232 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x000001AB58DF5250>', 'region': 'None'}
18:51:06 - 来自: GameHelper.py:232 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x1AB06C75CD0>
18:51:06 - 来自: GameHelper.py:234 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[254 211  89]\n  [254 212  89]\n  [254 212  89]\n  ...\n  [254 206 106]\n  [254 205 106]\n  [254 205 106]]\n\n [[254 210  89]\n  [254 210  89]\n  [254 211  89]\n  ...\n  [254 204 105]\n  [254 203 103]\n  [254 203 103]]\n\n [[254 210  89]\n  [254 210  89]\n  [254 210  89]\n  ...\n  [254 203 105]\n  [254 202 102]\n  [254 201 102]]\n\n ...\n\n [[249 169  79]\n  [249 169  79]\n  [249 169  79]\n  ...\n  [246 155  82]\n  [246 155  82]\n  [246 154  82]]\n\n [[249 169  79]\n  [249 169  79]\n  [249 169  79]\n  ...\n  [246 154  82]\n  [246 154  82]\n  [246 153  82]]\n\n [[246 168  79]\n  [246 168  79]\n  [246 168  79]\n  ...\n  [247 154  82]\n  [246 153  82]\n  [246 153  82]]]', 'region': '(385, 532, 194, 78)', 'confidence': '0.8'}
18:51:06 - 来自: GameHelper.py:234 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
18:51:06 - 来自: main.py:101 - find_pic                         | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
18:51:06 - 来自: main.py:490 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:06 - 来自: main.py:492 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'zhidao', 'pos': '(527, 482, 199, 83)', 'click': 'True'}
18:51:06 - 来自: main.py:101 - find_pic                         | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x000001AB58DF5250>', 'templateName': 'zhidao', 'region': '(527, 482, 199, 83)', 'confidence': '0.8', 'img': 'None'}
18:51:06 - 来自: GameHelper.py:232 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x000001AB58DF5250>', 'region': 'None'}
18:51:06 - 来自: GameHelper.py:232 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x1AB06C66FD0>
18:51:06 - 来自: GameHelper.py:234 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[ 63 221 254]\n  [ 63 221 254]\n  [ 63 221 254]\n  ...\n  [ 68 224 248]\n  [ 66 222 246]\n  [ 66 222 246]]\n\n [[ 62 221 254]\n  [ 61 220 254]\n  [ 61 220 254]\n  ...\n  [ 65 222 246]\n  [ 65 222 246]\n  [ 65 222 246]]\n\n [[ 58 219 254]\n  [ 57 218 254]\n  [ 57 218 254]\n  ...\n  [ 61 220 246]\n  [ 61 220 246]\n  [ 61 220 246]]\n\n ...\n\n [[ 33 182 246]\n  [ 33 181 246]\n  [ 33 182 246]\n  ...\n  [ 33 181 246]\n  [ 33 182 246]\n  [ 33 182 246]]\n\n [[ 33 180 246]\n  [ 33 180 246]\n  [ 33 180 246]\n  ...\n  [ 29 181 246]\n  [ 33 181 246]\n  [ 33 180 246]]\n\n [[ 33 177 246]\n  [ 33 178 246]\n  [ 33 178 246]\n  ...\n  [ 30 180 246]\n  [ 33 179 246]\n  [ 33 178 246]]]', 'region': '(527, 482, 199, 83)', 'confidence': '0.8'}
18:51:06 - 来自: GameHelper.py:234 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
18:51:06 - 来自: main.py:101 - find_pic                         | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
18:51:06 - 来自: main.py:492 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:06 - 来自: main.py:494 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'chacha', 'pos': '(920, 57, 266, 204)', 'click': 'True'}
18:51:06 - 来自: main.py:101 - find_pic                         | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x000001AB58DF5250>', 'templateName': 'chacha', 'region': '(920, 57, 266, 204)', 'confidence': '0.8', 'img': 'None'}
